iteration,question_idx,question,answer,expected_answer,expected_category,keywords,evaluation_notes,relevancy_score,faithfulness_score,response_time,chunk_size,chunk_overlap,similarity_top_k,system_prompt
17,Do I need different coverage amounts for my new car compared to my old one?,"Subject: Evaluating Coverage Amounts for Your New Vehicle

Dear [Customer's Name],

Thank you for reaching out with your question about coverage amounts for your new vehicle. Whether you need different coverage amounts for your new car compared to your old one can depend on several factors, including the value of the new vehicle, your financial situation, and any requirements from a lender if the car is financed.

Here are some considerations to help you determine if you need to adjust your coverage:

1. **Vehicle Value**: Newer or more expensive vehicles often require higher coverage limits to ensure adequate protection in the event of a loss.

2. **Loan or Lease Requirements**: If your new car is financed or leased, the lender or leasing company may require specific coverage types and limits, such as comprehensive and collision coverage.

3. **Personal Financial Situation**: Consider your ability to cover potential out-of-pocket expenses in the event of an accident. Higher coverage limits can provide greater financial protection.

4. **State Requirements**: Ensure that your coverage meets the minimum requirements mandated by your state.

If you would like to discuss your specific situation and explore coverage options tailored to your new vehicle, please feel free to contact us. We can provide personalized recommendations to ensure you have the appropriate level of protection.

Please let us know if you have any further questions or need assistance.

Best regards,

Chartwell Insurance Customer Service Team",This depends on the value and features of your new car compared to your old one. Please send us the vehicle information and we can review your coverage to ensure it's adequate for your new vehicle.,Coverage Analysis,"coverage amounts, vehicle comparison, policy limits",Should reference policy documents and coverage analysis,1.0,1.0,5.835352182388306,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
18,What should I do if my new car is more expensive than my old one?,"Subject: Adjusting Your Insurance for a More Expensive New Car

Dear [Customer's Name],

Congratulations on your new car purchase! If your new vehicle is more expensive than your old one, it's important to review and possibly adjust your insurance coverage to ensure adequate protection. Here are some steps you can take:

1. **Review Coverage Limits**: Consider increasing your coverage limits to match the higher value of your new car. This includes liability, comprehensive, and collision coverage.

2. **Consider Gap Insurance**: If your new car is financed, you might want to consider gap insurance. This coverage helps pay the difference between the car's actual cash value and the amount you owe on the loan if the car is totaled.

3. **Evaluate Deductibles**: Review your deductible amounts. A higher deductible can lower your premium, but it also means you'll pay more out-of-pocket in the event of a claim.

4. **Check Lender Requirements**: If your car is financed, ensure that your coverage meets any specific requirements set by your lender.

5. **Consult with Us**: We can help you evaluate your current policy and suggest adjustments to ensure your new vehicle is adequately protected. Please feel free to contact us for a personalized review of your coverage needs.

Please send any updates or questions to service@chartwellins.com. We are here to assist you in making informed decisions about your insurance coverage.

Thank you for choosing Chartwell Insurance.

Best regards,

Chartwell Insurance Customer Service Team",Please send us the vehicle information including the purchase price. We should review your coverage limits to make sure they're adequate for the increased value of your new vehicle.,Coverage Analysis,"vehicle value increase, coverage adequacy",Should suggest reviewing coverage limits and policy terms,1.0,1.0,4.891118049621582,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
19,How do I know if my current policy covers all the features of my new car?,"Subject: Ensuring Your Policy Covers All Features of Your New Car

Dear [Customer's Name],

Thank you for reaching out with your question about ensuring your current policy covers all the features of your new car. It's important to review your policy to make sure it provides adequate protection for your new vehicle, especially if it includes advanced features or technology.

Here are some steps you can take to verify your coverage:

1. **Review Your Policy Details**: Check your current policy to understand the types of coverage you have, such as liability, comprehensive, and collision. Ensure these coverages are sufficient for your new car's value and features.

2. **Consider Additional Coverage**: If your new car has advanced features like custom parts, electronics, or safety technology, you may want to consider additional coverage options, such as:
   - **Custom Parts and Equipment Coverage**: Protects aftermarket or custom parts.
   - **New Car Replacement Coverage**: Provides a replacement vehicle if your new car is totaled within a certain time frame.

3. **Consult with Us**: We can help you assess whether your current policy adequately covers all aspects of your new car. Please contact us to discuss your vehicle's specific features and any additional coverage you might need.

4. **Check for Discounts**: Some features, like advanced safety systems, may qualify you for discounts on your premium. Be sure to inquire about any potential savings.

Please feel free to reach out to us at service@chartwellins.com for a detailed review of your policy and personalized recommendations. We are here to ensure your new vehicle is fully protected.

Thank you for choosing Chartwell Insurance.

Best regards,

Chartwell Insurance Customer Service Team",Please send us the details about your new vehicle's features and we can review your policy to ensure all features are properly covered. Contact service@chartwellins.com with the vehicle information.,Coverage Analysis,"policy coverage, new car features, adequacy review",Should reference policy documents and suggest coverage review,1.0,1.0,6.7594640254974365,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
20,What insurance documents should I keep in my new car?,"Subject: Essential Insurance Documents to Keep in Your New Car

Dear [Customer's Name],

Congratulations on your new car! It's important to keep certain insurance documents in your vehicle to ensure you're prepared in case of an accident or if you need to provide proof of insurance. Here are the key documents you should have in your car:

1. **Insurance Card**: This is the most important document to keep in your car. It provides proof of insurance and includes essential information such as your policy number, coverage details, and contact information for your insurance provider.

2. **Vehicle Registration**: While not an insurance document, keeping your vehicle registration in the car is also important as it proves ownership and is often required during traffic stops or accidents.

3. **Emergency Contact Information**: Include a list of emergency contacts, including your insurance company's claims department phone number, to quickly report an accident or file a claim.

4. **Accident Information Form**: Consider keeping a form or checklist to help you gather necessary details in the event of an accident, such as the other driver's information, witness contacts, and accident specifics.

5. **Roadside Assistance Information**: If your insurance policy includes roadside assistance, keep the contact information and any membership details handy.

Ensure these documents are stored in a safe and accessible place within your vehicle, such as the glove compartment. Keeping these documents organized will help you stay prepared and respond efficiently in case of an emergency.

If you have any questions or need further assistance, please feel free to contact us.

Best regards,

Chartwell Insurance Customer Service Team","You should keep your current insurance card in the vehicle. Once we process your new vehicle paperwork, we'll provide you with updated documentation if needed.",General Insurance,"required documents, vehicle documentation",Should reference policy requirements for vehicle documentation,1.0,1.0,6.184848785400391,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
21,Who should I contact if I have questions after adding my new car?,"Subject: Contact Information for Post-Addition Inquiries

Dear [Customer's Name],

Thank you for reaching out to us. If you have any questions or need assistance after adding your new car to your insurance policy, our team is here to help.

Please feel free to contact our Customer Service Team for any inquiries related to your policy, coverage details, or any other concerns you may have. You can reach us through the following methods:

1. **Email**: Send your questions to service@chartwellins.com. Our team will respond promptly to assist you with your needs.

2. **Phone**: Call our customer service line at [Customer Service Phone Number]. Our representatives are available [insert hours of operation] to provide you with personalized support.

3. **Online Portal**: If you have access to our online customer portal, you can log in to view your policy details, make changes, or send inquiries directly through the platform.

We are committed to providing you with the best service and support. Please do not hesitate to reach out if you need any assistance.

Thank you for choosing Chartwell Insurance.

Best regards,

Chartwell Insurance Customer Service Team",Please contact us at service@chartwellins.com for any questions about your new vehicle or policy changes.,Customer Service,"contact information, follow-up questions",Should provide service@chartwellins.com and explain availability,1.0,1.0,3.6468138694763184,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
22,Can you explain why you need to know what state my car will be registered in?,"Subject: Importance of State Registration Information for Your Vehicle

Dear [Customer's Name],

Thank you for your question about why we need to know the state in which your car will be registered. This information is crucial for several reasons related to your insurance coverage:

1. **State Insurance Requirements**: Each state has its own minimum insurance requirements that dictate the types and amounts of coverage you must carry. Knowing the state of registration ensures that your policy complies with local laws and regulations.

2. **Premium Calculation**: Insurance premiums can vary significantly from state to state due to factors such as local accident rates, weather conditions, and legal requirements. The state of registration helps us accurately calculate your premium based on these factors.

3. **Coverage Options**: Some states offer specific coverage options or mandates, such as uninsured motorist coverage or personal injury protection, which may affect your policy. Understanding the state requirements allows us to tailor your coverage to meet these needs.

4. **Claims Processing**: In the event of a claim, knowing the state of registration helps streamline the process, as claims procedures and legal considerations can differ by state.

Providing us with the correct state registration information ensures that your insurance policy is both compliant and optimized for your location. If you have any further questions or need assistance, please feel free to contact us.

Thank you for choosing Chartwell Insurance.

Best regards,

Chartwell Insurance Customer Service Team",Different states have different insurance requirements and regulations. We need to know the registration state to ensure your coverage meets that state's minimum requirements and complies with local laws.,Policy Requirements,"state registration, regulatory requirements",Should explain state-specific insurance requirements and regulations,1.0,1.0,4.717101097106934,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
23,What's the difference between automatic coverage and being officially added to the policy?,"Subject: Understanding Automatic Coverage vs. Official Policy Addition

Dear [Customer's Name],

Thank you for reaching out with your question about the difference between automatic coverage and being officially added to your insurance policy. It's important to understand these terms to ensure your vehicle is adequately protected.

**Automatic Coverage:**

- **Temporary Protection**: Automatic coverage provides temporary insurance protection for newly acquired vehicles. At Chartwell Insurance, this coverage typically lasts for 30 days from the date of purchase.
- **Immediate Coverage**: It allows you to drive your new vehicle off the lot and ensures you have immediate protection without any gaps in coverage.
- **Limited Duration**: This coverage is temporary and is intended to give you time to provide the necessary documentation to officially add the vehicle to your policy.

**Official Policy Addition:**

- **Permanent Coverage**: Once you officially add the vehicle to your policy, it becomes a permanent part of your insurance coverage.
- **Documentation Required**: To officially add the vehicle, you need to provide documents such as the bill of sale or purchase order, registration state, and any lease or loan information.
- **Customized Coverage**: Adding the vehicle to your policy allows you to customize coverage options and limits to suit your needs and comply with any lender requirements.

To ensure continuous and comprehensive coverage, it's important to provide the necessary documentation and officially add your new vehicle to your policy within the automatic coverage period.

If you have any further questions or need assistance with the process, please feel free to contact us.

Best regards,

Chartwell Insurance Customer Service Team","Automatic coverage is temporary protection for 30 days while you get us the required paperwork. Official addition to the policy happens when we receive and process your bill of sale, lease/loan information, and registration state documentation.",Policy Understanding,"automatic vs official coverage, policy mechanics",Should explain temporary vs permanent coverage and documentation importance,1.0,1.0,7.223153829574585,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
24,I'm moving to a different state after buying my new car. How does this affect my insurance?,"Subject: Impact of Moving to a Different State on Your Insurance

Dear [Customer's Name],

Thank you for reaching out to us regarding your upcoming move to a different state. Moving can have several implications for your car insurance, and we are here to help you navigate these changes.

Here’s how moving to a different state can affect your insurance:

1. **State Insurance Requirements**: Each state has its own minimum insurance requirements. When you move, you must ensure that your policy meets the new state's legal requirements. This may involve adjusting your coverage types and limits.

2. **Premium Adjustments**: Insurance premiums can vary based on location due to factors such as local accident rates, weather conditions, and legal requirements. Your premium may increase or decrease depending on these factors in your new state.

3. **Registration and Licensing**: You will need to register your vehicle and obtain a new driver's license in your new state. This process often requires proof of insurance that complies with the state's requirements.

4. **Policy Update**: It's important to update your policy with your new address and any changes in your driving habits or vehicle usage. This ensures that your coverage is accurate and up-to-date.

To facilitate a smooth transition, please contact us with your new address and any relevant details about your move. We will assist you in updating your policy to comply with your new state's requirements and ensure continuous coverage.

If you have any questions or need further assistance, please feel free to reach out.

Best regards,

Chartwell Insurance Customer Service Team","You'll need to send us the new car documentation (bill of sale, lease/loan info) and also inform us about the state change since different states have different insurance requirements. Please send all information to service@chartwellins.com.",Complex Scenario,"state change, relocation, new vehicle",Should address both new vehicle process and state change requirements,1.0,1.0,5.323837041854858,2,2025-09-27T14:04:25.278382,512,128,5,"You are Chartwell Insurance AI Assistant, designed..."
0,I just bought a new car and need to add it to my insurance. What do I need to do?,"To add your new car to your insurance policy with Chartwell Insurance, follow these steps:

### Immediate Steps:
1. **Automatic Coverage**: Your new car is automatically covered for 30 days from the date of purchase. This gives you time to complete the necessary paperwork without losing coverage.

2. **Documentation Required**:
   - **Bill of Sale or Purchase Order**: This document is essential to verify the purchase of your new vehicle.
   - **Registration Information**: Indicate the state where the vehicle will be registered.
   - **Lease or Loan Information**: If applicable, provide details about any lease or loan on the vehicle.
   - **Lessor Information**: If the car is leased, include the lessor's details.

3. **Proof of Insurance**: If your dealer requires proof of insurance before releasing the car, send us the purchase order, or have the dealer contact us directly at [service@chartwellins.com](mailto:service@chartwellins.com).

### Submission:
- **Email**: Send all the required documents to [service@chartwellins.com](mailto:service@chartwellins.com).

### Additional Considerations:
- **Old Vehicle**: If you are trading in your old car, it will remain on your policy until you confirm it is no longer in your possession. This is a protective measure to ensure continuous coverage.

### Contact for Follow-up:
- For any questions or further assistance, you can reach out to our customer service team at [service@chartwellins.com](mailto:service@chartwellins.com).

By following these steps, you can ensure that your new vehicle is properly added to your insurance policy, maintaining continuous coverage and compliance with state regulations.",There is 30 days of automatic coverage for newly acquired vehicles. Please send us the bill of sale or purchase order. Will this car be registered in [STATE]? Also let us know if there is a lease or a loan. Please send all documentation to service@chartwellins.com.,Vehicle Change,"new car, add insurance, documentation",Should mention 30-day automatic coverage and required documents,1.0,1.0,10.238184928894043,3,2025-09-27T14:09:38.110618,512,0,9,"You are Chartwell Insurance AI Assistant, providin..."
1,I'm trading in my old car for a new one tomorrow. How does this affect my insurance coverage?,"When you trade in your old car for a new one, here's how it affects your insurance coverage with Chartwell Insurance:

### Automatic Coverage:
- **30-Day Automatic Coverage**: Your new car will be automatically covered under your existing policy for 30 days from the date of purchase. This ensures that you have continuous coverage during the transition period.

### Documentation Required:
- **Bill of Sale or Purchase Order**: You need to provide this document for the new vehicle.
- **Registration Information**: Specify the state where the new vehicle will be registered.
- **Lease or Loan Information**: If applicable, provide details about any lease or loan on the new vehicle.

### Old Vehicle:
- **Protection for Old Vehicle**: For your protection, the old car will remain on your policy until you confirm that it has been turned in or is no longer in your possession. This prevents any gaps in coverage during the transition.

### Steps to Take:
1. **Notify Us**: Once the trade-in is complete, notify us to update your policy and remove the old vehicle.
2. **Send Documentation**: Email the required documents to [service@chartwellins.com](mailto:service@chartwellins.com).

### Contact for Assistance:
- If you have any questions or need further assistance, contact our customer service team at [service@chartwellins.com](mailto:service@chartwellins.com).

By following these steps, you can ensure that both your old and new vehicles are properly managed under your insurance policy, maintaining continuous and adequate coverage.","There is 30 days of automatic coverage for newly acquired vehicles. Please send us the bill of sale or purchase order. Will this car be registered in [STATE]? Also let us know if there is a lease or a loan. For your protection, we won't remove the old car from your policy until we know it's no longer in your possession.",Vehicle Change,"trade in, new car, coverage transition",Should explain automatic coverage and documentation requirements,1.0,1.0,4.336339235305786,3,2025-09-27T14:09:38.110618,512,0,9,"You are Chartwell Insurance AI Assistant, providin..."
2,My dealer won't release my new car without proof of insurance. Can you help me get this quickly?,"To quickly obtain proof of insurance for your new car, follow these steps:

### Steps to Obtain Proof of Insurance:
1. **Send the Purchase Order**: Email the purchase order for your new vehicle to [service@chartwellins.com](mailto:service@chartwellins.com). This document is necessary for us to issue proof of coverage.

2. **Dealer Contact**: Alternatively, you can have your dealer contact us directly at the same email address. We can coordinate with them to provide the necessary proof of insurance.

### What We Will Do:
- **Issue Proof of Coverage**: Once we receive the purchase order, we will promptly issue proof of insurance, which can be sent directly to you or your dealer as needed.

### Contact for Immediate Assistance:
- For urgent requests or if you encounter any issues, please contact our customer service team at [service@chartwellins.com](mailto:service@chartwellins.com).

By following these steps, you can quickly obtain the proof of insurance required by your dealer, ensuring a smooth and timely release of your new vehicle.","If you need the insurance card in advance for the dealer, please send us the purchase order or put the dealer in touch with us directly. We can provide proof of coverage before the vehicle is delivered.",Vehicle Change,"dealer, proof of insurance, new car release",Should offer to provide proof in advance with purchase order,1.0,1.0,4.201741933822632,3,2025-09-27T14:09:38.110618,512,0,9,"You are Chartwell Insurance AI Assistant, providin..."
3,I leased a car today but haven't returned my old leased vehicle yet. What should I do about my policy?,"When you lease a new car but haven't yet returned your old leased vehicle, here's how to manage your insurance policy with Chartwell Insurance:

### Automatic Coverage:
- **30-Day Automatic Coverage**: Your newly leased car is automatically covered for 30 days from the date of acquisition. This ensures you have immediate coverage without any gaps.

### Documentation Required:
- **Bill of Sale with Lessor Information**: Send us the bill of sale for the new leased vehicle, including details about the lessor.
- **Lease Information**: Provide any additional lease details if necessary.

### Old Vehicle:
- **Coverage for Old Vehicle**: Your old leased vehicle will remain on your policy until you confirm it has been returned. This is a protective measure to ensure continuous coverage until the vehicle is no longer in your possession.

### Steps to Take:
1. **Notify Us**: Inform us when you plan to return the old vehicle. This will allow us to update your policy accordingly.
2. **Send Documentation**: Email the required documents to [service@chartwellins.com](mailto:service@chartwellins.com).

### Contact for Assistance:
- If you have any questions or need further assistance, contact our customer service team at [service@chartwellins.com](mailto:service@chartwellins.com).

By following these steps, you can ensure that both your new and old leased vehicles are properly managed under your insurance policy, maintaining continuous and adequate coverage.","Please send the bill of sale with the lessor information. There is automatic coverage for 30 days on newly acquired vehicles. When will you be returning the old vehicle? For your protection, we won't remove the old car from your policy until we know it's no longer in your possession.",Vehicle Change,"lease, multiple vehicles, timing",Should explain keeping old car on policy until returned,1.0,1.0,4.8059587478637695,3,2025-09-27T14:09:38.110618,512,0,9,"You are Chartwell Insurance AI Assistant, providin..."
4,How long do I have coverage on a newly purchased vehicle before I need to officially add it?,"When you purchase a new vehicle, Chartwell Insurance provides **30 days of automatic coverage** from the date of purchase. This automatic coverage ensures that you have immediate protection while you complete the necessary steps to officially add the vehicle to your policy.

### What You Need to Do Within 30 Days:
1. **Provide Required Documentation**:
   - **Bill of Sale or Purchase Order**: This verifies the purchase of your new vehicle.
   - **Registration Information**: Indicate the state where the vehicle will be registered.
   - **Lease or Loan Information**: If applicable, provide details about any lease or loan on the vehicle.

2. **Send Documentation**: Email all required documents to [service@chartwellins.com](mailto:service@chartwellins.com).

3. **Officially Add the Vehicle**: Contact us to officially add the vehicle to your policy before the 30-day automatic coverage period ends.

### Contact for Assistance:
- For any questions or further assistance, you can reach out to our customer service team at [service@chartwellins.com](mailto:service@chartwellins.com).

By ensuring that you complete these steps within the 30-day period, you can maintain continuous and comprehensive coverage for your new vehicle.",There is 30 days of automatic coverage for newly acquired vehicles under your existing policy.,Vehicle Change,"newly purchased, coverage period, timeline",Should state 30-day automatic coverage period,1.0,1.0,4.816881895065308,3,2025-09-27T14:09:38.110618,512,0,9,"You are Chartwell Insurance AI Assistant, providin..."
5,What documents do you need when I get a new car?,"When you acquire a new car, Chartwell Insurance requires the following documents to ensure proper coverage and policy updates:

### Required Documents:
1. **Bill of Sale or Purchase Order**: This document verifies the purchase of your new vehicle and is essential for processing your insurance coverage.

2. **Registration Information**: Indicate the state where the vehicle will be registered. This helps us ensure compliance with state-specific insurance requirements.

3. **Lease or Loan Information**: If your new car is leased or financed, provide details about the lease or loan agreement.

4. **Lessor Information**: If applicable, include the lessor's details, especially if the vehicle is leased.

### Submission Process:
- **Email**: Send all the required documents to [service@chartwellins.com](mailto:service@chartwellins.com).

### Additional Considerations:
- **Automatic Coverage**: Remember, there is a 30-day automatic coverage period for newly acquired vehicles, giving you time to submit these documents without losing coverage.

### Contact for Assistance:
- If you have any questions or need further assistance, contact our customer service team at [service@chartwellins.com](mailto:service@chartwellins.com).

By providing these documents promptly, you can ensure that your new vehicle is properly covered under your insurance policy, maintaining continuous and adequate protection.","Please provide: 1) Bill of sale or purchase order, 2) Information about whether it's a lease or loan, 3) State where the vehicle will be registered, 4) Lessor information if applicable. Send to service@chartwellins.com.",Vehicle Change,"required documents, new car process","Should list bill of sale, registration state, lease/loan info",0.5,1.0,3.888629674911499,3,2025-09-27T14:09:38.110618,512,0,9,"You are Chartwell Insurance AI Assistant, providin..."
6,I need to remove my old car from my policy after trading it in. When can you do this?,"To remove your old car from your insurance policy after trading it in, follow these steps:

### Steps to Remove Old Vehicle:
1. **Confirm Trade-In Completion**: Notify us once the trade-in is complete and the old vehicle is no longer in your possession. This confirmation is necessary to ensure that the vehicle can be safely removed from your policy without any gaps in coverage.

2. **Documentation**: While not always required, having documentation of the trade-in (such as a receipt or confirmation from the dealer) can help expedite the process.

### Protective Measures:
- **Continuous Coverage**: For your protection, we will not remove the old car from your policy until you confirm that it has been turned in or is no longer in your possession. This ensures that you are not left without coverage during the transition.

### Contact for Removal:
- **Email**: Send your confirmation and any relevant documentation to [service@chartwellins.com](mailto:service@chartwellins.com).

### Contact for Assistance:
- If you have any questions or need further assistance, contact our customer service team at [service@chartwellins.com](mailto:service@chartwellins.com).

By following these steps, you can ensure that your old vehicle is properly removed from your policy, maintaining accurate and up-to-date insurance coverage.","For your protection, we won't remove the old car from your policy until you confirm it has been turned in or is no longer in your possession. Please notify us when the trade-in is complete.",Vehicle Change,"remove old car, trade in completion",Should explain protective measure of waiting for confirmation,1.0,1.0,3.893860101699829,3,2025-09-27T14:09:38.110618,512,0,9,"You are Chartwell Insurance AI Assistant, providin..."
7,Can you provide insurance coverage before my new car is delivered?,"Yes, Chartwell Insurance can provide proof of insurance coverage before your new car is delivered. Here's how you can obtain it:

### Steps to Obtain Pre-Delivery Insurance Coverage:
1. **Send the Purchase Order**: Email the purchase order for your new vehicle to [service@chartwellins.com](mailto:service@chartwellins.com). This document is necessary for us to issue proof of coverage.

2. **Dealer Contact**: Alternatively, you can have your dealer contact us directly at the same email address. We can coordinate with them to provide the necessary proof of insurance.

### What We Will Do:
- **Issue Proof of Coverage**: Once we receive the purchase order, we will promptly issue proof of insurance, which can be sent directly to you or your dealer as needed.

### Contact for Immediate Assistance:
- For urgent requests or if you encounter any issues, please contact our customer service team at [service@chartwellins.com](mailto:service@chartwellins.com).

By following these steps, you can ensure that you have the necessary proof of insurance in place before your new vehicle is delivered, facilitating a smooth and timely delivery process.","There is 30 days of automatic coverage for newly acquired vehicles. If you need proof of insurance in advance for the dealer, send us the purchase order or have the dealer contact us directly at service@chartwellins.com.",Vehicle Change,"coverage before delivery, advance proof",Should explain process with purchase order or dealer contact,1.0,1.0,3.0361599922180176,3,2025-09-27T14:09:38.110618,512,0,9,"You are Chartwell Insurance AI Assistant, providin..."
8,I'm getting a car this weekend and the dealer needs insurance proof. What should I do?,"To provide proof of insurance to your dealer before you pick up your new car this weekend, follow these steps:

### Steps to Obtain Proof of Insurance:
1. **Send the Purchase Order**: Email the purchase order for your new vehicle to [service@chartwellins.com](mailto:service@chartwellins.com). This document is essential for us to issue proof of coverage.

2. **Dealer Contact**: Alternatively, you can have your dealer contact us directly at the same email address. We can coordinate with them to provide the necessary proof of insurance.

### What We Will Do:
- **Issue Proof of Coverage**: Once we receive the purchase order, we will promptly issue proof of insurance, which can be sent directly to you or your dealer as needed.

### Contact for Immediate Assistance:
- For urgent requests or if you encounter any issues, please contact our customer service team at [service@chartwellins.com](mailto:service@chartwellins.com).

By following these steps, you can ensure that you have the necessary proof of insurance ready for your dealer, allowing for a smooth and timely pickup of your new vehicle this weekend.","There is 30 days of automatic coverage for newly acquired vehicles. If you need proof of insurance in advance for the dealer, send us the purchase order or have the dealer contact us. Otherwise, just send us the bill of sale after purchase.",Vehicle Change,"weekend purchase, dealer requirements, advance planning",Should offer advance proof options and explain automatic coverage,1.0,1.0,2.868211030960083,3,2025-09-27T14:09:38.110618,512,0,9,"You are Chartwell Insurance AI Assistant, providin..."
9,What information do you need about my lease when I get a new leased vehicle?,"When you acquire a new leased vehicle, Chartwell Insurance requires specific information to ensure proper coverage and policy updates. Here's what you'll need to provide:

### Required Lease Information:
1. **Bill of Sale with Lessor Information**: This document should include details about the lessor, which is essential for processing your insurance coverage.

2. **Lease Agreement Details**: Provide any relevant details from your lease agreement, such as the lease term and any specific conditions that might affect insurance coverage.

3. **Loan Information (if applicable)**: If there is a loan associated with the lease, include details about the loan agreement.

4. **Registration Information**: Indicate the state where the leased vehicle will be registered. This helps us ensure compliance with state-specific insurance requirements.

### Submission Process:
- **Email**: Send all the required documents and information to [service@chartwellins.com](mailto:service@chartwellins.com).

### Additional Considerations:
- **Automatic Coverage**: Remember, there is a 30-day automatic coverage period for newly acquired vehicles, giving you time to submit these documents without losing coverage.

### Contact for Assistance:
- If you have any questions or need further assistance, contact our customer service team at [service@chartwellins.com](mailto:service@chartwellins.com).

By providing this information promptly, you can ensure that your new leased vehicle is properly covered under your insurance policy, maintaining continuous and adequate protection.",Please provide the bill of sale with the lessor information. Also let us know what state the vehicle will be registered in. Send all documentation to service@chartwellins.com.,Vehicle Change,"lease information, required details",Should mention lessor information and bill of sale requirements,1.0,1.0,4.1892359256744385,3,2025-09-27T14:09:38.110618,512,0,9,"You are Chartwell Insurance AI Assistant, providin..."
10,I bought a car but my lease return isn't until next week. How do you handle overlapping vehicles?,"When you have overlapping vehicles due to purchasing a new car while still having a leased vehicle that hasn't been returned, Chartwell Insurance handles this situation with the following approach:

### Automatic Coverage:
- **30-Day Automatic Coverage for New Vehicle**: Your newly purchased car is automatically covered for 30 days from the date of purchase. This ensures you have immediate protection for the new vehicle.

### Handling Overlapping Vehicles:
- **Old Leased Vehicle Coverage**: Your old leased vehicle will remain on your policy until you confirm it has been returned. This is a protective measure to ensure continuous coverage until the vehicle is no longer in your possession.

### Steps to Take:
1. **Notify Us of Lease Return Date**: Inform us of the scheduled return date for your leased vehicle. This helps us plan for the removal of the vehicle from your policy once it is returned.

2. **Send Documentation for New Vehicle**:
   - **Bill of Sale or Purchase Order**: Provide this document for the new vehicle.
   - **Registration Information**: Indicate the state where the new vehicle will be registered.
   - **Lease or Loan Information**: If applicable, provide details about any lease or loan on the new vehicle.

3. **Email Documentation**: Send all required documents and information to [service@chartwellins.com](mailto:service@chartwellins.com).

### Contact for Assistance:
- If you have any questions or need further assistance, contact our customer service team at [service@chartwellins.com](mailto:service@chartwellins.com).

By following these steps, you can ensure that both your new and old vehicles are properly managed under your insurance policy, maintaining continuous and adequate coverage during the overlap period.",Please send the bill of sale for your new vehicle. Let us know when you return the leased vehicle - we won't remove it from your policy until you confirm it's no longer in your possession.,Vehicle Change,"overlapping vehicles, timing, lease return",Should explain policy of keeping both until lease returned,1.0,1.0,6.111966848373413,3,2025-09-27T14:09:38.110618,512,0,9,"You are Chartwell Insurance AI Assistant, providin..."
11,My insurance card shows my old car but I need proof for my new one. How can I get this?,"To obtain proof of insurance for your new car, even though your current insurance card shows your old vehicle, follow these steps:

### Steps to Obtain Updated Proof of Insurance:
1. **Send the Purchase Order**: Email the purchase order for your new vehicle to [service@chartwellins.com](mailto:service@chartwellins.com). This document is necessary for us to update your insurance records and issue a new proof of insurance.

2. **Request Updated Insurance Card**: In your email, specifically request an updated insurance card that reflects your new vehicle's details.

### What We Will Do:
- **Issue Updated Proof of Insurance**: Once we receive the purchase order, we will promptly update your insurance records and issue a new insurance card. This can be sent to you electronically or via mail, depending on your preference.

### Contact for Immediate Assistance:
- For urgent requests or if you encounter any issues, please contact our customer service team at [service@chartwellins.com](mailto:service@chartwellins.com).

By following these steps, you can quickly obtain the necessary proof of insurance for your new vehicle, ensuring compliance with any requirements from your dealer or state regulations.",Please send us the purchase order or bill of sale and we can provide proof of coverage for your new vehicle. You can also have the dealer contact us directly at service@chartwellins.com.,Vehicle Change,"insurance card, new car proof, documentation",Should explain how to get updated proof with purchase documentation,1.0,1.0,3.822136163711548,3,2025-09-27T14:09:38.110618,512,0,9,"You are Chartwell Insurance AI Assistant, providin..."
